MATRIX_NAME	KINASE	GENE_NAME	TYPE	SUBTYPE	FAMILY	UNIPROT_ID	UNIPROT_ENTRY_NAME	EMBL_ID	EMBL	ENSEMBL_GENE_ID	ENSEMBL_TRS_ID	ENSEMBL_PRO_ID	P_ENTREZGENEID	P_GI	PIR	REFSEQ_NT_ID	P_REFSEQ_AC	PDB_ID	BIOGRID_ID	DIP_ID	STRING_ID	CHEMBL_ID	DRUGBANK_ID	GUIDETOPHARMACOLOGY_ID	BIOMUTA_ID	DMDM_ID	CPTAC_ID	PROTEOMICSDB_ID	DNASU_ID	REACTOME_ID	CHITARS_ID	GENEWIKI_ID	GENOMERNAI_ID	HGNC_ID	KL_LIBRARY	DUAL_SPECIFICITY
AURA	AURA	AURKA	ser_thr	STK	Other	O14965	AURKA_HUMAN	D84212	BAA23592.1	ENSG00000087586	ENST00000395914;ENST00000371356;ENST00000347343;ENST00000395911;ENST00000395915;ENST00000312783;ENST00000395913;ENST00000395907;ENST00000441357;ENST00000420474;ENST00000422322;ENST00000456249;ENST00000451915	ENSP00000321591	6790	924443458	JC5974	NM_001323303.1	NP_001310232.1	1MQ4	112666	DIP-33068N	9606.ENSP00000216911	CHEMBL4722	DB07362	1936	AURKA	nan	CPTAC-1341	48339	6790	R-HSA-174178	AURKA	Aurora_A_kinase	6790	HGNC:11393	ser_thr	FALSE
AURB	AURB	AURKB	ser_thr	STK	Other	Q96GD4	AURKB_HUMAN	AF008552	AAC12709.1	ENSG00000178999	ENST00000316199;ENST00000585124;ENST00000534871;ENST00000584972;ENST00000578549;ENST00000580998;ENST00000578753;ENST00000577833;ENST00000581511;ENST00000580390;ENST00000584561;ENST00000582368;ENST00000583915;ENST00000583124	ENSP00000313950	9212	2306915	nan	NM_001256834.2	NP_001243763.1	4AF3	114646	DIP-34530N	9606.ENSP00000313950	CHEMBL2185	DB05169	1937	AURKB	317373473	CPTAC-1219	4709	9212	R-HSA-141444	nan	Aurora_B_kinase	9212	HGNC:11390	ser_thr	FALSE
AURC	AURC	AURKC	ser_thr	STK	Other	Q9UQB9	AURKC_HUMAN	AF054621	AAC25955.1	ENSG00000105146	ENST00000415300;ENST00000302804;ENST00000601799;ENST00000599062;ENST00000598785;ENST00000596375;ENST00000594599;ENST00000448930	ENSP00000302898	6795	4521233	nan	NM_001015878.1	NP_001015878.1	6GR8	112671	nan	9606.ENSP00000302898	CHEMBL3935	DB12010	1938	AURKC	27805738	nan	85538	6795	nan	nan	AURKC	6795	HGNC:11391	ser_thr	FALSE
BCKDK	BCKDK	BCKDK	ser_thr	STK	PDHK	O14874	BCKD_HUMAN	AF026548	AAB82714.1	ENSG00000103507	ENST00000394951;ENST00000567530;ENST00000287507;ENST00000394950;ENST00000219794;ENST00000566568;ENST00000561755;ENST00000567676;ENST00000484226;ENST00000567682	ENSP00000219794	10295	2583173	nan	NM_001122957.2	NP_001116429.1	nan	115583	nan	9606.ENSP00000378405	nan	DB02930	nan	BCKDK	nan	nan	2373	10295	R-HSA-70895	BCKDK	BCKDK	10295	HGNC:16902	ser_thr	FALSE
BIKE	BIKE	BMP2K	ser_thr	STK	Other	Q9NSY1	BMP2K_HUMAN	AK075278	BAC11515.1	ENSG00000138756	ENST00000389010;ENST00000502613;ENST00000502871;ENST00000505725;ENST00000515075;ENST00000507670	ENSP00000424668	55589	1004172029	T46347	NM_017593.3	NP_060063.2	4W9W	120735	nan	9606.ENSP00000334836	CHEMBL4522	DB12010	1941	BMP2K	34222653	nan	82594	55589	nan	BMP2K	BMP2K	55589	HGNC:18041	ser_thr	FALSE
BMPR1A	BMPR1A	BMPR1A	ser_thr	STK	TKL	P36894	BMR1A_HUMAN	Z22535	CAA80257.1	ENSG00000107779	ENST00000638429;ENST00000372037;ENST00000636056;ENST00000635816;ENST00000480152	ENSP00000361107	657	48425316	I37163	NM_004329.2	NP_004320.2	1ES7	107125	DIP-5793N	9606.ENSP00000361107	CHEMBL5275	DB11639	1786	BMPR1A	61252444	nan	55228	657	R-HSA-201451	BMPR1A	BMPR1A	657	HGNC:1076	ser_thr	FALSE
BMPR1B	BMPR1B	BMPR1B	ser_thr	STK	TKL	O00238	BMR1B_HUMAN	D89675	BAA19765.1	ENSG00000138696	ENST00000515059;ENST00000672698;ENST00000506363;ENST00000509540;ENST00000512312;ENST00000440890;ENST00000502683;ENST00000264568;ENST00000394931	ENSP00000264568	658	296278513	nan	NM_001203.2	NP_001194.1	3MDY	107126	nan	9606.ENSP00000401907	CHEMBL5476	DB12010	1789	BMPR1B	nan	nan	47802	658	R-HSA-201451	BMPR1B	BMPR1B	658	HGNC:1077	ser_thr	FALSE
BMPR2	BMPR2	BMPR2	ser_thr	STK	TKL	Q13873	BMPR2_HUMAN	U25110	AAA86519.1	ENSG00000204217	ENST00000374580;ENST00000374574;ENST00000479069;ENST00000638587	ENSP00000363702	659	62630196	I38935	NM_001204.6	NP_001195.2	2HLQ	107127	DIP-5794N	9606.ENSP00000363708	CHEMBL5467	DB11639	1794	BMPR2	12643724	CPTAC-2209	59705	659	R-HSA-201451	BMPR2	BMPR2	659	HGNC:1078	ser_thr	FALSE
BRAF	BRAF	BRAF	ser_thr	STK	TKL	P15056	BRAF_HUMAN	M95712	AAA35609.2	ENSG00000157764	ENST00000496384;ENST00000644969;ENST00000644120;ENST00000642875;ENST00000646891;ENST00000644905;ENST00000642228;ENST00000288602;ENST00000645443;ENST00000646730;ENST00000479537;ENST00000647434;ENST00000644650;ENST00000497784;ENST00000646334;ENST00000642272;ENST00000643356;ENST00000642808;ENST00000643790;ENST00000646427;ENST00000469930	ENSP00000493543	673	453056137	TVHUBF	NM_004333.4	NP_004324.2	1UWH	107141	DIP-1045N	9606.ENSP00000288602	CHEMBL5145	DB08553	1943	BRAF	50403720	nan	53102	673	R-HSA-1295596	BRAF	BRAF_(gene)	673	HGNC:1097	ser_thr	FALSE
BRSK1	BRSK1	BRSK1	ser_thr	STK	CAMK	Q8TDC3	BRSK1_HUMAN	AY458602	AAS10354.1	ENSG00000160469	ENST00000590333;ENST00000592539;ENST00000309383;ENST00000585418;ENST00000591774;ENST00000326848;ENST00000586626;ENST00000588584	ENSP00000310649	84446	34395684	nan	NM_032430.1	NP_115806.1	nan	124084	nan	9606.ENSP00000310649	CHEMBL5650	nan	nan	BRSK1	347595639	nan	74264	84446	nan	BRSK1	BRSK1	84446	HGNC:18994	ser_thr	FALSE
BRSK2	BRSK2	BRSK2	ser_thr	STK	CAMK	Q8IWQ3	BRSK2_HUMAN	AY505125	AAS86443.1	ENSG00000174672	ENST00000308219;ENST00000529433;ENST00000528841;ENST00000531197;ENST00000526678;ENST00000528596;ENST00000524702;ENST00000528710;ENST00000382179;ENST00000529951;ENST00000531078;ENST00000533606;ENST00000526768;ENST00000531932;ENST00000544817	ENSP00000310697	9024	33187740	nan	NM_001256627.1	NP_001243556.1	nan	114491	nan	9606.ENSP00000371614	CHEMBL4574	nan	1947	BRSK2	116241272	nan	21843	9024	nan	BRSK2	BRSK2	9024	HGNC:11405	ser_thr	FALSE
BUB1	BUB1	BUB1	ser_thr	STK	Other	O43683	BUB1_HUMAN	AF046078	AAC12729.1	ENSG00000169679	ENST00000302759;ENST00000535254;ENST00000671097;ENST00000409311;ENST00000478175;ENST00000466333;ENST00000490632;ENST00000666956;ENST00000465029;ENST00000477481;ENST00000468927;ENST00000447014;ENST00000420328;ENST00000436916	ENSP00000302530	699	332639400	nan	NM_001278617.1	NP_001265546.1	2LAH	107164	DIP-24206N	9606.ENSP00000302530	CHEMBL1772932	nan	1949	BUB1	nan	nan	19348	699	R-HSA-141444	BUB1	BUB1	699	HGNC:1148	ser_thr	FALSE
CAMK1A	CAMK1A	CAMK1	ser_thr	STK	CAMK	Q14012	KCC1A_HUMAN	L41816	AAA99458.1	ENSG00000134072	ENST00000496534;ENST00000256460;ENST00000421120;ENST00000482803;ENST00000397277;ENST00000411972	ENSP00000256460	8536	443428116	S57347	NM_003656.4	NP_003647.1	4FG7	114106	DIP-41906N	9606.ENSP00000256460	CHEMBL2493	DB12010	nan	CAMK1	3122301	nan	59795	8536	R-HSA-9617324	CAMK1	CAMK1	8536	HGNC:1459	ser_thr	FALSE
CAMK1B	CAMK1B	PNCK	ser_thr	STK	CAMK	Q6P2M8	KCC1B_HUMAN	AK296203	BAG58930.1	ENSG00000130822	ENST00000370150;ENST00000340888;ENST00000466074;ENST00000438984;ENST00000472324;ENST00000370142;ENST00000370145;ENST00000447676;ENST00000488994;ENST00000473680;ENST00000439087;ENST00000433470;ENST00000422811;ENST00000466638;ENST00000489536;ENST00000411968;ENST00000488168;ENST00000475172;ENST00000465303;ENST00000463548;ENST00000419804;ENST00000458354;ENST00000466662;ENST00000418241;ENST00000434652;ENST00000425526;ENST00000423545;ENST00000462280;ENST00000460106;ENST00000473831;ENST00000480693;ENST00000484705	ENSP00000340586	139728	1034673551	nan	NM_001039582.3	NP_001034671.3	nan	126582	nan	9606.ENSP00000405950	CHEMBL3627592	nan	nan	PNCK	67466915	nan	66908	139728	nan	PNCK	nan	139728	HGNC:13415	ser_thr	FALSE
CAMK1D	CAMK1D	CAMK1D	ser_thr	STK	CAMK	Q8IU85	KCC1D_HUMAN	AF286366	AAG00534.1	ENSG00000183049	ENST00000619168;ENST00000487696;ENST00000378845;ENST00000615792	ENSP00000368122	57118	134104767	nan	NM_020397.3	NP_065130.1	2JC6	121382	nan	9606.ENSP00000478874	CHEMBL5073	DB12010	1953	CAMK1D	56404610	nan	70522	57118	nan	CAMK1D	nan	57118	HGNC:19341	ser_thr	FALSE
CAMK1G	CAMK1G	CAMK1G	ser_thr	STK	CAMK	Q96NX5	KCC1G_HUMAN	AF428261	AAL28100.1	ENSG00000008118	ENST00000651530;ENST00000009105;ENST00000423146;ENST00000361322;ENST00000494990	ENSP00000009105	57172	16755792	nan	NM_020439.2	NP_065172.1	2JAM	121424	nan	9606.ENSP00000009105	CHEMBL5258	DB12010	nan	CAMK1G	73620970	nan	77570	57172	nan	nan	nan	57172	HGNC:14585	ser_thr	FALSE
CAMK2A	CAMK2A	CAMK2A	ser_thr	STK	CAMK	Q9UQM7	KCC2A_HUMAN	AF145710	AAD30558.1	ENSG00000070808	ENST00000671881;ENST00000348628;ENST00000672479;ENST00000672089;ENST00000672752;ENST00000351010;ENST00000672829;ENST00000672785;ENST00000672396;ENST00000510347;ENST00000398376;ENST00000508662;ENST00000672404;ENST00000515758;ENST00000507995	ENSP00000261793	815	1009084435	nan	NM_171825.2	NP_741960.1	2VZ6	107265	DIP-39705N	9606.ENSP00000381412	CHEMBL4147	DB07766	nan	CAMK2A	296434552	nan	85559	815	R-HSA-111932	CAMK2A	CAMK2A	815	HGNC:1460	ser_thr	FALSE
CAMK2B	CAMK2B	CAMK2B	ser_thr	STK	CAMK	Q13554	KCC2B_HUMAN	AF078803	AAD42035.1	ENSG00000058404	ENST00000350811;ENST00000395749;ENST00000523845;ENST00000425809;ENST00000440254;ENST00000358707;ENST00000466584;ENST00000353625;ENST00000497584;ENST00000489429;ENST00000353185;ENST00000347193;ENST00000346990;ENST00000258682;ENST00000395747;ENST00000433930;ENST00000497127;ENST00000495819;ENST00000415369;ENST00000424197;ENST00000484972;ENST00000421607;ENST00000462128;ENST00000470984;ENST00000427209;ENST00000457475	ENSP00000258682	816	334302890	nan	NM_001220.4	NP_001211.3	3BHH	107266	DIP-39770N	9606.ENSP00000379098	CHEMBL4121	DB07168	1556	CAMK2B	334302890	nan	59530	816	R-HSA-111932	CAMK2B	CAMK2B	816	HGNC:1461	ser_thr	FALSE
CAMK2D	CAMK2D	CAMK2D	ser_thr	STK	CAMK	Q13557	KCC2D_HUMAN	AF071569	AAD20442.1	ENSG00000145349	ENST00000394524;ENST00000513132;ENST00000511664;ENST00000342666;ENST00000515496;ENST00000514328;ENST00000394522;ENST00000505990;ENST00000379773;ENST00000508738;ENST00000509594;ENST00000509907;ENST00000505132;ENST00000296402	ENSP00000296402	817	218766544	nan	NM_001221.3	NP_001212.2	2VN9	107267	DIP-33129N	9606.ENSP00000339740	CHEMBL2801	DB08039	1558	CAMK2D	116242602	nan	59548	817	R-HSA-111932	CAMK2D	CAMK2D	817	HGNC:1462	ser_thr	FALSE
CAMK2G	CAMK2G	CAMK2G	ser_thr	STK	CAMK	Q13555	KCC2G_HUMAN	AC022400	EAW54527.1	ENSG00000148660	ENST00000351293;ENST00000423381;ENST00000322635;ENST00000322680;ENST00000433289;ENST00000305762;ENST00000372765;ENST00000394762;ENST00000472912;ENST00000441192;ENST00000680035;ENST00000474131;ENST00000477205;ENST00000492020;ENST00000477652	ENSP00000307082	818	343197794	G01975	NM_001204492.1	NP_001191421.1	2UX0	107268	DIP-51315N	9606.ENSP00000319060	CHEMBL3829	DB08699	1557	CAMK2G	62512173	nan	59538	818	R-HSA-111932	CAMK2G	CAMK2G	818	HGNC:1463	ser_thr	FALSE
CAMK4	CAMK4	CAMK4	ser_thr	STK	CAMK	Q16566	KCC4_HUMAN	D30742	BAA06403.1	ENSG00000152495	ENST00000508074;ENST00000512453;ENST00000282356;ENST00000504544;ENST00000515231;ENST00000509408;ENST00000514007;ENST00000504090;ENST00000502916;ENST00000505763;ENST00000509645;ENST00000510858;ENST00000512890	ENSP00000282356	814	306479	A53036	NM_001323374.1	NP_001310303.1	2W4O	107264	DIP-41997N	9606.ENSP00000282356	CHEMBL2494	DB07676	nan	CAMK4	2499586	nan	60921	814	R-HSA-111932	CAMK4	CAMK4	814	HGNC:1464	ser_thr	FALSE
CAMKK1	CAMKK1	CAMKK1	ser_thr	STK	Other	Q8N5S9	KKCC1_HUMAN	AF425232	AAN37386.1	ENSG00000004660	ENST00000381769;ENST00000348335;ENST00000158166;ENST00000573483	ENSP00000158166	84254	56404620	nan	NM_032294.2	NP_115670.1	6CCF	123981	nan	9606.ENSP00000158166	CHEMBL5256	DB12010	1956	CAMKK1	56404620	nan	72092	84254	R-HSA-111932	CAMKK1	CAMKK1	84254	HGNC:1469	ser_thr	FALSE
CAMKK2	CAMKK2	CAMKK2	ser_thr	STK	Other	Q96RR4	KKCC2_HUMAN	AB081337	BAC19841.1	ENSG00000110931	ENST00000652382;ENST00000392474;ENST00000347034;ENST00000538733;ENST00000337174;ENST00000324774;ENST00000545538;ENST00000412367;ENST00000404169;ENST00000402834;ENST00000446440;ENST00000392473;ENST00000535524;ENST00000542540;ENST00000539380;ENST00000543477;ENST00000544485	ENSP00000312741	10645	27437017	JE0191	NM_001270485.1	NP_001257414.1	2ZV2	115889	nan	9606.ENSP00000312741	CHEMBL5284	DB12010	1957	CAMKK2	317373374	nan	78009	10645	R-HSA-111932	CAMKK2	CAMKK2	10645	HGNC:1470	ser_thr	FALSE
CAMLCK	caMLCK	MYLK3	ser_thr	STK	CAMK	Q32MK0	MYLK3_HUMAN	AJ247087	CAC42766.1	ENSG00000140795	ENST00000394809;ENST00000536476;ENST00000565182;ENST00000562104;ENST00000564731;ENST00000569844;ENST00000569810	ENSP00000378288	91807	254763411	nan	NM_001308301.1	NP_001295230.1	nan	124881	nan	9606.ENSP00000378288	CHEMBL4627	DB12010	nan	MYLK3	254763411	nan	61603	91807	nan	MYLK3	MYLK3	91807	HGNC:29826	ser_thr	FALSE
CDC7	CDC7	CDC7	ser_thr	STK	Other	O00311	CDC7_HUMAN	AB003698	BAA19962.1	ENSG00000097046	ENST00000234626;ENST00000426137;ENST00000497611;ENST00000486509;ENST00000428239	ENSP00000234626	8317	119593520	nan	NM_001134419.1	NP_001127891.1	4F99	113914	DIP-31728N	9606.ENSP00000393139	CHEMBL5443	nan	1960	CDC7	nan	nan	47836	8317	R-HSA-176187	CDC7	Cell_division_cycle_7-related_protein_kinase	8317	HGNC:1745	ser_thr	FALSE
CDK1	CDK1	CDK1	ser_thr	STK	CMGC	P06493	CDK1_HUMAN	X05360	CAA28963.1	ENSG00000170312	ENST00000519078;ENST00000475504;ENST00000395284;ENST00000519760;ENST00000448257;ENST00000373809;ENST00000487784;ENST00000316629;ENST00000614696	ENSP00000325970	983	29839	A29539	NM_001320918.1	NP_001307847.1	1LC9	107420	DIP-35N	9606.ENSP00000378699	CHEMBL308	DB04014	1961	CDK1	334302921	CPTAC-1040	51905	983	R-HSA-110056	CDK1	Cdk1	983	HGNC:1722	ser_thr	FALSE
CDK10	CDK10	CDK10	ser_thr	STK	CMGC	Q15131	CDK10_HUMAN	L33264	AAA60092.2	ENSG00000185324	ENST00000331006;ENST00000508723;ENST00000505473;ENST00000511415;ENST00000502547;ENST00000353379;ENST00000512912;ENST00000505733;ENST00000510811;ENST00000507205;ENST00000625631;ENST00000472018;ENST00000564192;ENST00000378277;ENST00000514965;ENST00000503560;ENST00000504473;ENST00000568456;ENST00000617879;ENST00000561477;ENST00000567932;ENST00000565470	ENSP00000338673	8558	110611795	S49330	NM_001098533.2	NP_001092003.2	nan	114128	nan	9606.ENSP00000338673	CHEMBL1795191	nan	nan	CDK10	6226784	nan	60454	8558	nan	CDK10	Cyclin-dependent_kinase_10	8558	HGNC:1770	ser_thr	FALSE
